UF,Nome_UF,Mesorregião Geográfica,Nome_Mesorregião,Microrregião Geográfica,Nome_Microrregião,Município,Código Município Completo,Nome_Município
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,03306,3103306,Aracitaba
23,Ceará,02,Norte Cearense,013,Baturité,01208,2301208,Aracoiaba
26,Pernambuco,05,Metropolitana de Recife,016,Itamaracá,01052,2601052,Araçoiaba
35,São Paulo,12,Macro Metropolitana Paulista,046,Sorocaba,02903,3502903,Araçoiaba da Serra
32,Espírito Santo,02,Litoral Norte Espírito-santense,006,Linhares,00607,3200607,Aracruz
52,Goiás,03,Centro Goiano,007,Anápolis,01603,5201603,Araçu
31,Minas Gerais,03,Jequitinhonha,012,Araçuaí,03405,3103405,Araçuaí
52,Goiás,01,Noroeste Goiano,003,Aragarças,01702,5201702,Aragarças
52,Goiás,03,Centro Goiano,010,Goiânia,01801,5201801,Aragoiânia
17,Tocantins,01,Ocidental do Tocantins,002,Araguaína,01309,1701309,Aragominas
17,Tocantins,01,Ocidental do Tocantins,003,Miracema do Tocantins,01903,1701903,Araguacema
17,Tocantins,01,Ocidental do Tocantins,004,Rio Formoso,02000,1702000,Araguaçu
51,Mato Grosso,02,Nordeste Mato-grossense,011,Médio Araguaia,01001,5101001,Araguaiana
17,Tocantins,01,Ocidental do Tocantins,002,Araguaína,02109,1702109,Araguaína
51,Mato Grosso,05,Sudeste Mato-grossense,020,Tesouro,01209,5101209,Araguainha
17,Tocantins,01,Ocidental do Tocantins,002,Araguaína,02158,1702158,Araguanã
21,Maranhão,02,Oeste Maranhense,008,Pindaré,00873,2100873,Araguanã
52,Goiás,01,Noroeste Goiano,002,Rio Vermelho,02155,5202155,Araguapaz
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,018,Uberlândia,03504,3103504,Araguari
17,Tocantins,01,Ocidental do Tocantins,001,Bico do Papagaio,02208,1702208,Araguatins
21,Maranhão,04,Leste Maranhense,013,Baixo Parnaíba Maranhense,00907,2100907,Araioses
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,01243,5001243,Aral Moreira
29,Bahia,04,Nordeste Baiano,017,Alagoinhas,02203,2902203,Aramari
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,028,Camaquã,00851,4300851,Arambaré
21,Maranhão,03,Centro Maranhense,011,Alto Mearim e Grajaú,00956,2100956,Arame
35,São Paulo,02,Ribeirão Preto,011,Ituverava,03000,3503000,Aramina
35,São Paulo,04,Bauru,022,Avaré,03109,3503109,Arandu
31,Minas Gerais,10,Sul/Sudoeste de Minas,055,Andrelândia,03603,3103603,Arantina
35,São Paulo,13,Vale do Paraíba Paulista,052,Bananal,03158,3503158,Arapeí
27,Alagoas,02,Agreste Alagoano,006,Arapiraca,00300,2700300,Arapiraca
17,Tocantins,01,Ocidental do Tocantins,002,Araguaína,02307,1702307,Arapoema
31,Minas Gerais,12,Zona da Mata,062,Viçosa,03702,3103702,Araponga
41,Paraná,03,Norte Central Paranaense,010,Apucarana,01507,4101507,Arapongas
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,018,Uberlândia,03751,3103751,Araporã
41,Paraná,05,Centro Oriental Paranaense,020,Jaguariaíva,01606,4101606,Arapoti
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,020,Patos de Minas,03801,3103801,Arapuá
41,Paraná,03,Norte Central Paranaense,013,Ivaiporã,01655,4101655,Arapuã
51,Mato Grosso,03,Sudoeste Mato-grossense,014,Jauru,01258,5101258,Araputanga
42,Santa Catarina,02,Norte Catarinense,008,Joinville,01307,4201307,Araquari
25,Paraíba,03,Agreste Paraibano,012,Curimataú Ocidental,00908,2500908,Arara
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,01406,4201406,Araranguá
35,São Paulo,05,Araraquara,024,Araraquara,03208,3503208,Araraquara
35,São Paulo,06,Piracicaba,027,Limeira,03307,3503307,Araras
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,01257,2301257,Ararendá
21,Maranhão,01,Norte Maranhense,005,Baixada Maranhense,01004,2101004,Arari
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,00877,4300877,Araricá
23,Ceará,07,Sul Cearense,029,Chapada do Araripe,01307,2301307,Araripe
26,Pernambuco,01,Sertão Pernambucano,001,Araripina,01102,2601102,Araripina
33,Rio de Janeiro,04,Baixadas,010,Lagos,00209,3300209,Araruama
25,Paraíba,03,Agreste Paraibano,013,Curimataú Oriental,01005,2501005,Araruna
41,Paraná,02,Centro Ocidental Paranaense,005,Campo Mourão,01705,4101705,Araruna
29,Bahia,07,Sul Baiano,031,Ilhéus-Itabuna,02252,2902252,Arataca
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,00901,4300901,Aratiba
23,Ceará,02,Norte Cearense,013,Baturité,01406,2301406,Aratuba
29,Bahia,05,Metropolitana de Salvador,020,Santo Antônio de Jesus,02302,2902302,Aratuípe
28,Sergipe,03,Leste Sergipano,012,Boquim,00407,2800407,Arauá
41,Paraná,10,Metropolitana de Curitiba,037,Curitiba,01804,4101804,Araucária
31,Minas Gerais,06,Central Mineira,026,Bom Despacho,03900,3103900,Araújos
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,023,Araxá,04007,3104007,Araxá
31,Minas Gerais,10,Sul/Sudoeste de Minas,048,São Sebastião do Paraíso,04106,3104106,Arceburgo
35,São Paulo,09,Marília,037,Tupã,03356,3503356,Arco-Íris
31,Minas Gerais,09,Oeste de Minas,044,Formiga,04205,3104205,Arcos
26,Pernambuco,01,Sertão Pernambucano,004,Sertão do Moxotó,01201,2601201,Arcoverde
31,Minas Gerais,10,Sul/Sudoeste de Minas,049,Alfenas,04304,3104304,Areado
33,Rio de Janeiro,03,Centro Fluminense,005,Três Rios,00225,3300225,Areal
35,São Paulo,04,Bauru,020,Bauru,03406,3503406,Arealva
25,Paraíba,03,Agreste Paraibano,015,Brejo Paraibano,01104,2501104,Areia
24,Rio Grande do Norte,01,Oeste Potiguar,001,Mossoró,01107,2401107,Areia Branca
28,Sergipe,02,Agreste Sergipano,004,Agreste de Itabaiana,00506,2800506,Areia Branca
25,Paraíba,01,Sertão Paraibano,004,Patos,01153,2501153,Areia de Baraúnas
25,Paraíba,03,Agreste Paraibano,014,Esperança,01203,2501203,Areial
35,São Paulo,13,Vale do Paraíba Paulista,052,Bananal,03505,3503505,Areias
35,São Paulo,04,Bauru,020,Bauru,03604,3503604,Areiópolis
51,Mato Grosso,04,Centro-Sul Mato-grossense,015,Alto Paraguai,01308,5101308,Arenápolis
52,Goiás,01,Noroeste Goiano,003,Aragarças,02353,5202353,Arenópolis
24,Rio Grande do Norte,04,Leste Potiguar,019,Litoral Sul,01206,2401206,Arês
31,Minas Gerais,12,Zona da Mata,066,Cataguases,04403,3104403,Argirita
31,Minas Gerais,03,Jequitinhonha,011,Capelinha,04452,3104452,Aricanduva
31,Minas Gerais,01,Noroeste de Minas,001,Unaí,04502,3104502,Arinos
51,Mato Grosso,01,Norte Mato-grossense,001,Aripuanã,01407,5101407,Aripuanã
11,Rondônia,02,Leste Rondoniense,003,Ariquemes,00023,1100023,Ariquemes
35,São Paulo,01,São José do Rio Preto,005,Catanduva,03703,3503703,Ariranha
41,Paraná,03,Norte Central Paranaense,013,Ivaiporã,01853,4101853,Ariranha do Ivaí
33,Rio de Janeiro,04,Baixadas,010,Lagos,00233,3300233,Armação dos Búzios
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,01505,4201505,Armazém
23,Ceará,04,Sertões Cearenses,020,Sertão de Inhamuns,01505,2301505,Arneiroz
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,00905,2200905,Aroazes
25,Paraíba,03,Agreste Paraibano,019,Umbuzeiro,01302,2501302,Aroeiras
22,Piauí,04,Sudeste Piauiense,013,Picos,00954,2200954,Aroeiras do Itaim
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,01002,2201002,Arraial
33,Rio de Janeiro,04,Baixadas,010,Lagos,00258,3300258,Arraial do Cabo
17,Tocantins,02,Oriental do Tocantins,008,Dianópolis,02406,1702406,Arraias
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,01008,4301008,Arroio do Meio
43,Rio Grande do Sul,07,Sudeste Rio-grandense,033,Pelotas,01073,4301073,Arroio do Padre
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,01057,4301057,Arroio do Sal
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,01206,4301206,Arroio do Tigre
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,025,São Jerônimo,01107,4301107,Arroio dos Ratos
43,Rio Grande do Sul,07,Sudeste Rio-grandense,034,Jaguarão,01305,4301305,Arroio Grande
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,01604,4201604,Arroio Trinta
35,São Paulo,07,Campinas,031,Mogi Mirim,03802,3503802,Artur Nogueira
52,Goiás,01,Noroeste Goiano,002,Rio Vermelho,02502,5202502,Aruanã
35,São Paulo,15,Metropolitana de São Paulo,059,Guarulhos,03901,3503901,Arujá
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,01653,4201653,Arvoredo
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,01404,4301404,Arvorezinha
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,01703,4201703,Ascurra
35,São Paulo,01,São José do Rio Preto,001,Jales,03950,3503950,Aspásia
41,Paraná,04,Norte Pioneiro Paranaense,014,Assaí,01903,4101903,Assaí
23,Ceará,07,Sul Cearense,029,Chapada do Araripe,01604,2301604,Assaré
35,São Paulo,10,Assis,039,Assis,04008,3504008,Assis
12,Acre,02,Vale do Acre,005,Brasiléia,00054,1200054,Assis Brasil
41,Paraná,06,Oeste Paranaense,022,Toledo,02000,4102000,Assis Chateaubriand
25,Paraíba,02,Borborema,010,Cariri Ocidental,01351,2501351,Assunção
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,01051,2201051,Assunção do Piauí
31,Minas Gerais,12,Zona da Mata,064,Ubá,04601,3104601,Astolfo Dutra
41,Paraná,03,Norte Central Paranaense,006,Astorga,02109,4102109,Astorga
27,Alagoas,03,Leste Alagoano,009,Mata Alagoana,00409,2700409,Atalaia
41,Paraná,03,Norte Central Paranaense,006,Astorga,02208,4102208,Atalaia
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,00201,1300201,Atalaia do Norte
42,Santa Catarina,04,Vale do Itajaí,014,Ituporanga,01802,4201802,Atalanta
31,Minas Gerais,04,Vale do Mucuri,015,Teófilo Otoni,04700,3104700,Ataléia
35,São Paulo,12,Macro Metropolitana Paulista,048,Bragança Paulista,04107,3504107,Atibaia
32,Espírito Santo,04,Sul Espírito-santense,012,Cachoeiro de Itapemirim,00706,3200706,Atílio Vivacqua
17,Tocantins,01,Ocidental do Tocantins,001,Bico do Papagaio,02554,1702554,Augustinópolis
15,Pará,04,Nordeste Paraense,010,Bragantina,00909,1500909,Augusto Corrêa
31,Minas Gerais,06,Central Mineira,025,Curvelo,04809,3104809,Augusto de Lima
43,Rio Grande do Sul,01,Noroeste Rio-grandense,008,Ijuí,01503,4301503,Augusto Pestana
24,Rio Grande do Norte,01,Oeste Potiguar,003,Médio Oeste,01305,2401305,Augusto Severo
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,01552,4301552,Áurea
29,Bahia,07,Sul Baiano,031,Ilhéus-Itabuna,02401,2902401,Aurelino Leal
35,São Paulo,01,São José do Rio Preto,006,Auriflama,04206,3504206,Auriflama
52,Goiás,03,Centro Goiano,009,Anicuns,02601,5202601,Aurilândia
23,Ceará,07,Sul Cearense,031,Barro,01703,2301703,Aurora
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,01901,4201901,Aurora
15,Pará,04,Nordeste Paraense,013,Guamá,00958,1500958,Aurora do Pará
17,Tocantins,02,Oriental do Tocantins,008,Dianópolis,02703,1702703,Aurora do Tocantins
13,Amazonas,03,Centro Amazonense,007,Manaus,00300,1300300,Autazes
35,São Paulo,04,Bauru,020,Bauru,04305,3504305,Avaí
35,São Paulo,03,Araçatuba,018,Birigui,04404,3504404,Avanhandava
35,São Paulo,04,Bauru,022,Avaré,04503,3504503,Avaré
15,Pará,05,Sudoeste Paraense,014,Itaituba,01006,1501006,Aveiro
22,Piauí,03,Sudoeste Piauiense,012,Chapadas do Extremo Sul Piauiense,01101,2201101,Avelino Lopes
52,Goiás,03,Centro Goiano,009,Anicuns,02809,5202809,Avelinópolis
21,Maranhão,01,Norte Maranhense,003,Rosário,01103,2101103,Axixá
17,Tocantins,01,Ocidental do Tocantins,001,Bico do Papagaio,02901,1702901,Axixá do Tocantins
17,Tocantins,01,Ocidental do Tocantins,002,Araguaína,03008,1703008,Babaçulândia
21,Maranhão,03,Centro Maranhense,010,Médio Mearim,01202,2101202,Bacabal
21,Maranhão,01,Norte Maranhense,003,Rosário,01251,2101251,Bacabeira
21,Maranhão,01,Norte Maranhense,001,Litoral Ocidental Maranhense,01301,2101301,Bacuri
21,Maranhão,01,Norte Maranhense,001,Litoral Ocidental Maranhense,01350,2101350,Bacurituba
35,São Paulo,01,São José do Rio Preto,004,São José do Rio Preto,04602,3504602,Bady Bassitt
31,Minas Gerais,10,Sul/Sudoeste de Minas,054,São Lourenço,04908,3104908,Baependi
43,Rio Grande do Sul,06,Sudoeste Rio-grandense,031,Campanha Meridional,01602,4301602,Bagé
15,Pará,02,Marajó,004,Portel,01105,1501105,Bagre
25,Paraíba,04,Mata Paraibana,020,Litoral Norte,01401,2501401,Baía da Traição
24,Rio Grande do Norte,04,Leste Potiguar,019,Litoral Sul,01404,2401404,Baía Formosa
29,Bahia,01,Extremo Oeste Baiano,001,Barreiras,02500,2902500,Baianópolis
15,Pará,04,Nordeste Paraense,011,Cametá,01204,1501204,Baião
29,Bahia,03,Centro Norte Baiano,011,Itaberaba,02609,2902609,Baixa Grande
22,Piauí,03,Sudoeste Piauiense,007,Alto Parnaíba Piauiense,01150,2201150,Baixa Grande do Ribeiro
23,Ceará,06,Centro-Sul Cearense,028,Lavras da Mangabeira,01802,2301802,Baixio
32,Espírito Santo,01,Noroeste Espírito-santense,003,Colatina,00805,3200805,Baixo Guandu
35,São Paulo,04,Bauru,020,Bauru,04701,3504701,Balbinos
31,Minas Gerais,07,Metropolitana de Belo Horizonte,027,Sete Lagoas,05004,3105004,Baldim
52,Goiás,01,Noroeste Goiano,003,Aragarças,03104,5203104,Baliza
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,01950,4201950,Balneário Arroio do Silva
42,Santa Catarina,02,Norte Catarinense,008,Joinville,02057,4202057,Balneário Barra do Sul
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,02008,4202008,Balneário Camboriú
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,02073,4202073,Balneário Gaivota
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,12809,4212809,Balneário Piçarras
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,01636,4301636,Balneário Pinhal
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,20000,4220000,Balneário Rincão
41,Paraná,10,Metropolitana de Curitiba,037,Curitiba,02307,4102307,Balsa Nova
35,São Paulo,01,São José do Rio Preto,004,São José do Rio Preto,04800,3504800,Bálsamo
21,Maranhão,05,Sul Maranhense,020,Gerais de Balsas,01400,2101400,Balsas
31,Minas Gerais,09,Oeste de Minas,042,Piuí,05103,3105103,Bambuí
23,Ceará,04,Sertões Cearenses,019,Sertão de Quixeramobim,01851,2301851,Banabuiú
35,São Paulo,13,Vale do Paraíba Paulista,052,Bananal,04909,3504909,Bananal
25,Paraíba,03,Agreste Paraibano,015,Brejo Paraibano,01500,2501500,Bananeiras
31,Minas Gerais,03,Jequitinhonha,014,Almenara,05202,3105202,Bandeira
31,Minas Gerais,10,Sul/Sudoeste de Minas,051,Poços de Caldas,05301,3105301,Bandeira do Sul
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,02081,4202081,Bandeirante
41,Paraná,04,Norte Pioneiro Paranaense,015,Cornélio Procópio,02406,4102406,Bandeirantes
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,004,Campo Grande,01508,5001508,Bandeirantes
17,Tocantins,01,Ocidental do Tocantins,002,Araguaína,03057,1703057,Bandeirantes do Tocantins
15,Pará,06,Sudeste Paraense,018,São Félix do Xingu,01253,1501253,Bannach
29,Bahia,04,Nordeste Baiano,015,Ribeira do Pombal,02658,2902658,Banzaê
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,01651,4301651,Barão
35,São Paulo,11,Itapetininga,041,Itapeva,05005,3505005,Barão de Antonina
31,Minas Gerais,07,Metropolitana de Belo Horizonte,031,Itabira,05400,3105400,Barão de Cocais
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,01701,4301701,Barão de Cotegipe
21,Maranhão,04,Leste Maranhense,018,Chapadas do Alto Itapecuru,01509,2101509,Barão de Grajaú
51,Mato Grosso,04,Centro-Sul Mato-grossense,018,Alto Pantanal,01605,5101605,Barão de Melgaço
31,Minas Gerais,12,Zona da Mata,063,Muriaé,05509,3105509,Barão de Monte Alto
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,025,São Jerônimo,01750,4301750,Barão do Triunfo
24,Rio Grande do Norte,01,Oeste Potiguar,001,Mossoró,01453,2401453,Baraúna
25,Paraíba,02,Borborema,009,Seridó Oriental Paraibano,01534,2501534,Baraúna
31,Minas Gerais,11,Campo das Vertentes,059,Barbacena,05608,3105608,Barbacena
23,Ceará,07,Sul Cearense,032,Cariri,01901,2301901,Barbalha
35,São Paulo,03,Araçatuba,018,Birigui,05104,3505104,Barbosa
41,Paraná,02,Centro Ocidental Paranaense,005,Campo Mourão,02505,4102505,Barbosa Ferraz
15,Pará,03,Metropolitana de Belém,007,Belém,01303,1501303,Barcarena
24,Rio Grande do Norte,03,Agreste Potiguar,014,Borborema Potiguar,01503,2401503,Barcelona
13,Amazonas,01,Norte Amazonense,001,Rio Negro,00409,1300409,Barcelos
35,São Paulo,04,Bauru,021,Jaú,05203,3505203,Bariri
29,Bahia,02,Vale São-Franciscano da Bahia,006,Barra,02708,2902708,Barra
35,São Paulo,04,Bauru,021,Jaú,05302,3505302,Barra Bonita
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,02099,4202099,Barra Bonita
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,01176,2201176,Barra D'Alcântara
29,Bahia,06,Centro Sul Baiano,023,Seabra,02807,2902807,Barra da Estiva
26,Pernambuco,03,Agreste Pernambucano,012,Brejo Pernambucano,01300,2601300,Barra de Guabiraba
25,Paraíba,03,Agreste Paraibano,012,Curimataú Ocidental,01609,2501609,Barra de Santa Rosa
25,Paraíba,02,Borborema,011,Cariri Oriental,01575,2501575,Barra de Santana
27,Alagoas,03,Leste Alagoano,011,Maceió,00508,2700508,Barra de Santo Antônio
32,Espírito Santo,01,Noroeste Espírito-santense,001,Barra de São Francisco,00904,3200904,Barra de São Francisco
25,Paraíba,02,Borborema,011,Cariri Oriental,01708,2501708,Barra de São Miguel
27,Alagoas,03,Leste Alagoano,011,Maceió,00607,2700607,Barra de São Miguel
51,Mato Grosso,03,Sudoeste Mato-grossense,013,Tangará da Serra,01704,5101704,Barra do Bugres
35,São Paulo,11,Itapetininga,044,Capão Bonito,05351,3505351,Barra do Chapéu
29,Bahia,06,Centro Sul Baiano,028,Vitória da Conquista,02906,2902906,Barra do Choça
21,Maranhão,03,Centro Maranhense,011,Alto Mearim e Grajaú,01608,2101608,Barra do Corda
51,Mato Grosso,02,Nordeste Mato-grossense,011,Médio Araguaia,01803,5101803,Barra do Garças
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,01859,4301859,Barra do Guarita
41,Paraná,04,Norte Pioneiro Paranaense,016,Jacarezinho,02703,4102703,Barra do Jacaré
29,Bahia,03,Centro Norte Baiano,009,Irecê,03003,2903003,Barra do Mendes
17,Tocantins,02,Oriental do Tocantins,007,Jalapão,03073,1703073,Barra do Ouro
33,Rio de Janeiro,05,Sul Fluminense,012,Barra do Piraí,00308,3300308,Barra do Piraí
43,Rio Grande do Sul,06,Sudoeste Rio-grandense,029,Campanha Ocidental,01875,4301875,Barra do Quaraí
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,028,Camaquã,01909,4301909,Barra do Ribeiro
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,01925,4301925,Barra do Rio Azul
29,Bahia,07,Sul Baiano,031,Ilhéus-Itabuna,03102,2903102,Barra do Rocha
35,São Paulo,14,Litoral Sul Paulista,055,Registro,05401,3505401,Barra do Turvo
28,Sergipe,03,Leste Sergipano,011,Aracaju,00605,2800605,Barra dos Coqueiros
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,01958,4301958,Barra Funda
31,Minas Gerais,12,Zona da Mata,060,Ponte Nova,05707,3105707,Barra Longa
33,Rio de Janeiro,05,Sul Fluminense,011,Vale do Paraíba Fluminense,00407,3300407,Barra Mansa
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,02107,4202107,Barra Velha
41,Paraná,07,Sudoeste Paranaense,026,Francisco Beltrão,02604,4102604,Barracão
43,Rio Grande do Sul,01,Noroeste Rio-grandense,005,Sananduva,01800,4301800,Barracão
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,01200,2201200,Barras
23,Ceará,02,Norte Cearense,014,Chorozinho,01950,2301950,Barreira
29,Bahia,01,Extremo Oeste Baiano,001,Barreiras,03201,2903201,Barreiras
22,Piauí,03,Sudoeste Piauiense,010,Alto Médio Gurguéia,01309,2201309,Barreiras do Piauí
13,Amazonas,03,Centro Amazonense,010,Parintins,00508,1300508,Barreirinha
21,Maranhão,01,Norte Maranhense,004,Lençóis Maranhenses,01707,2101707,Barreirinhas
26,Pernambuco,04,Mata Pernambucana,015,Mata Meridional Pernambucana,01409,2601409,Barreiros
35,São Paulo,02,Ribeirão Preto,009,Barretos,05500,3505500,Barretos
35,São Paulo,02,Ribeirão Preto,014,Ribeirão Preto,05609,3505609,Barrinha
23,Ceará,07,Sul Cearense,031,Barro,02008,2302008,Barro
29,Bahia,03,Centro Norte Baiano,009,Irecê,03235,2903235,Barro Alto
52,Goiás,03,Centro Goiano,006,Ceres,03203,5203203,Barro Alto
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,01408,2201408,Barro Duro
29,Bahia,07,Sul Baiano,031,Ilhéus-Itabuna,03300,2903300,Barro Preto
29,Bahia,04,Nordeste Baiano,016,Serrinha,03276,2903276,Barrocas
17,Tocantins,01,Ocidental do Tocantins,003,Miracema do Tocantins,03107,1703107,Barrolândia
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,02057,2302057,Barroquinha
43,Rio Grande do Sul,01,Noroeste Rio-grandense,013,Soledade,02006,4302006,Barros Cassal
31,Minas Gerais,11,Campo das Vertentes,059,Barbacena,05905,3105905,Barroso
35,São Paulo,15,Metropolitana de São Paulo,057,Osasco,05708,3505708,Barueri
35,São Paulo,09,Marília,037,Tupã,05807,3505807,Bastos
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,008,Nova Andradina,01904,5001904,Bataguassu
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,01507,2201507,Batalha
27,Alagoas,01,Sertão Alagoano,004,Batalha,00706,2700706,Batalha
35,São Paulo,02,Ribeirão Preto,015,Batatais,05906,3505906,Batatais
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,008,Nova Andradina,02001,5002001,Batayporã
23,Ceará,02,Norte Cearense,013,Baturité,02107,2302107,Baturité
35,São Paulo,04,Bauru,020,Bauru,06003,3506003,Bauru
25,Paraíba,04,Mata Paraibana,022,João Pessoa,01807,2501807,Bayeux
35,São Paulo,02,Ribeirão Preto,013,Jaboticabal,06102,3506102,Bebedouro
